id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,label_churn,label_churn_28d,date_registration,date_unregistration,module_presentation_length,n_assessment_submitted_28,avg_score_28,avg_submit_delay_28,total_click_28,active_days_28,distinct_resources_28
556637,BBB,2013J,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,true,true,-60,12,268,1,80,-8,147,6,15
556639,FFF,2013J,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,false,false,-141,,268,1,62,0,228,11,33
556644,BBB,2014J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,false,false,-67,,262,1,1,-16,202,6,27
556645,CCC,2014J,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,60,N,Fail,false,false,-25,,269,1,89,3,464,13,32
556645,EEE,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,false,false,-30,,268,0,,,560,27,24
556646,FFF,2013J,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,false,false,-31,,268,1,98,-1,500,11,39
556648,BBB,2013B,F,North Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,false,false,-24,,240,1,71,0,159,11,21
556659,FFF,2013B,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,false,false,-27,,240,1,88,0,1341,25,60
556660,DDD,2013B,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,false,false,-15,,240,2,87.5,0,437,18,62
556692,BBB,2013B,F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,true,false,-30,168,240,1,78,-4,6,1,2
556709,CCC,2014B,M,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,true,true,-162,16,241,0,,,62,2,14
556709,EEE,2013J,M,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,false,false,-43,,268,0,,,369,17,17
556713,DDD,2013B,M,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,true,true,-24,27,240,0,,,23,3,9
556721,DDD,2013B,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,false,false,-30,,240,2,70,0.5,301,18,47
556738,BBB,2013J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail,false,false,-74,,268,0,,,60,3,14
556739,DDD,2013B,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,true,true,-22,24,240,0,,,34,5,5
556742,EEE,2013J,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,false,false,-130,,268,0,,,41,2,7
556751,DDD,2013J,M,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,true,false,-49,208,261,1,54,0,30,5,9
556756,DDD,2013B,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,false,false,-30,,240,1,33,2,182,13,31
556774,DDD,2013B,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,false,false,-25,,240,2,89.5,-1,347,18,69
556780,DDD,2013B,M,North Region,Post Graduate Qualification,"",35-55,0,60,N,Pass,false,false,-23,,240,2,89.5,0.5,455,24,70
556783,FFF,2013B,F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Distinction,false,false,-24,,240,1,96,-5,2315,29,69
556785,DDD,2013B,F,North Region,Lower Than A Level,"",0-35,0,60,N,Pass,false,false,-22,,240,2,92.5,0.5,529,23,61
556824,CCC,2014J,M,Scotland,HE Qualification,70-80%,35-55,0,60,N,Distinction,false,false,-24,,269,1,100,3,144,12,23
556835,DDD,2013B,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,90,N,Pass,false,false,-30,,240,2,84,0,587,26,95
556840,BBB,2013B,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,true,false,-29,109,240,0,,,278,10,21
556853,BBB,2014B,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,false,false,-67,,234,1,57,4,35,4,12
556858,CCC,2014B,F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass,false,false,-96,,241,1,40,2,155,8,14
556860,BBB,2013B,F,South Region,A Level or Equivalent,"",0-35,0,60,N,Fail,false,false,-30,,240,1,53,-1,542,17,21
556863,BBB,2013B,F,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,true,false,-30,121,240,1,90,0,92,6,3
556863,BBB,2014J,F,South West Region,A Level or Equivalent,20-30%,35-55,1,60,N,Pass,false,false,-113,,262,1,100,-2,45,3,7
556865,BBB,2013B,F,South Region,A Level or Equivalent,"",0-35,0,60,N,Pass,false,false,-30,,240,1,62,0,116,7,9
556871,BBB,2013B,F,South Region,A Level or Equivalent,"",0-35,0,60,N,Distinction,false,false,-30,,240,1,78,-1,175,14,10
556876,BBB,2013B,F,South Region,A Level or Equivalent,"",35-55,0,60,N,Distinction,false,false,-30,,240,1,73,-3,52,5,3
556877,BBB,2013B,F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,true,false,-30,111,240,1,76,-1,398,26,14
556877,BBB,2014B,F,South West Region,A Level or Equivalent,30-40%,35-55,2,120,N,Pass,false,false,3,,234,1,76,-13,261,17,18
556878,BBB,2013B,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,false,false,-30,,240,1,73,0,272,10,20
556880,FFF,2013B,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,false,false,-30,,240,1,78,-1,665,21,50
556882,BBB,2013B,F,South West Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,true,false,-30,45,240,1,63,0,357,10,15
556883,BBB,2013B,F,South Region,A Level or Equivalent,"",35-55,0,60,N,Pass,false,false,-30,,240,1,72,-3,96,4,13
556887,BBB,2013B,F,South Region,A Level or Equivalent,"",35-55,0,60,N,Pass,false,false,-30,,240,1,58,-3,43,7,10
556892,BBB,2013B,F,South Region,A Level or Equivalent,"",0-35,0,60,N,Pass,false,false,-30,,240,1,75,0,314,10,15
556898,BBB,2013B,F,South Region,Lower Than A Level,"",35-55,0,60,N,Pass,false,false,-30,,240,1,58,-3,516,20,20
556911,FFF,2013B,M,London Region,A Level or Equivalent,10-20,0-35,0,120,Y,Withdrawn,true,false,-27,68,240,1,64,-1,317,10,43
556918,CCC,2014B,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Withdrawn,true,false,-68,31,241,1,70,2,387,12,17
556918,DDD,2013B,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,false,false,-16,,240,2,87,2,900,23,87
556924,FFF,2013B,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,false,false,-30,,240,1,70,-5,673,21,47
556931,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,false,false,-29,,240,1,94,-1,871,19,57
556934,DDD,2013B,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,false,false,-29,,240,2,85.5,-1.5,173,11,43
556945,FFF,2013B,F,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Pass,false,false,-24,,240,1,98,0,823,24,59
556959,BBB,2013B,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,false,false,-22,,240,1,83,0,371,20,19
556970,FFF,2013B,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,false,false,-21,,240,1,84,4,360,15,50
556972,BBB,2013J,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,false,false,-31,,268,1,64,-2,145,12,16
556986,BBB,2013B,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,true,false,-30,179,240,1,79,4,196,12,14
556987,BBB,2013B,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,false,false,-30,,240,1,44,-6,205,8,17
556988,BBB,2013B,F,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,true,true,-30,26,240,0,,,115,8,14
556990,BBB,2013B,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,false,false,-30,,240,1,93,0,193,11,17
556992,BBB,2013B,F,South West Region,HE Qualification,70-80%,0-35,0,60,N,Pass,false,false,-30,,240,1,67,-1,179,10,14
556997,BBB,2013B,F,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,false,false,-30,,240,1,85,-2,151,14,8
556999,BBB,2013B,F,South West Region,HE Qualification,40-50%,0-35,0,60,N,Pass,false,false,-30,,240,1,82,-1,64,8,12
557005,DDD,2013B,M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,false,false,-22,,240,0,,,39,3,17
557006,BBB,2013B,F,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,false,false,-30,,240,0,,,33,2,9
557012,FFF,2013J,M,West Midlands Region,A Level or Equivalent,"",0-35,0,60,N,Distinction,false,false,-31,,268,1,90,-1,526,15,51
557020,FFF,2013J,M,South Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,false,false,-24,,268,1,86,-1,368,12,26
557024,BBB,2013B,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,false,false,-30,,240,1,59,-1,185,14,18
557029,BBB,2014B,M,East Midlands Region,HE Qualification,10-20,35-55,0,130,N,Fail,false,false,-116,,234,1,66,0,38,7,4
557032,BBB,2013B,F,East Anglian Region,HE Qualification,80-90%,35-55,0,120,N,Distinction,false,false,-30,,240,1,77,-10,97,10,17
557040,FFF,2013J,M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn,true,false,-35,111,268,0,,,335,12,40
557044,FFF,2013J,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,false,false,-32,,268,1,88,-1,370,18,46
557045,DDD,2013B,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,false,false,-29,,240,2,76,1,227,8,39
557053,FFF,2013B,M,North Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,false,false,-29,,240,1,74,-2,955,26,62
557054,FFF,2013J,M,North Western Region,HE Qualification,10-20,35-55,0,90,N,Distinction,false,false,-25,,268,1,78,0,158,12,29
557057,BBB,2013B,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,false,false,-29,,240,1,81,2,165,9,12
557060,BBB,2013B,F,South West Region,HE Qualification,20-30%,35-55,0,60,N,Pass,false,false,-29,,240,0,,,665,3,10
557083,DDD,2014J,F,North Western Region,Lower Than A Level,10-20,0-35,1,120,Y,Withdrawn,true,false,-156,,262,0,,,87,9,10
557085,FFF,2014J,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,120,N,Distinction,false,false,-18,,269,1,86,-8,630,20,38
557085,GGG,2013J,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,false,false,-32,,261,0,,,101,6,14
557089,FFF,2013B,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn,true,false,-25,33,240,0,,,38,1,4
557129,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,false,false,-22,,240,1,84,-2,225,10,31
557145,BBB,2013B,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail,false,false,-23,,240,1,91,-1,94,7,20
557147,EEE,2013J,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,false,false,-44,,268,0,,,197,10,8
557172,CCC,2014B,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,false,false,-29,,241,0,,,20,1,10
557177,FFF,2013B,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,false,false,-22,,240,1,40,0,306,7,38
557203,FFF,2013B,M,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,false,false,-23,,240,1,84,0,103,8,20
557220,BBB,2013B,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass,false,false,-22,,240,1,80,-1,181,14,23
557229,EEE,2014J,M,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,false,false,-115,,269,0,,,370,11,17
557232,FFF,2013J,M,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,true,false,-74,149,268,1,28,3,484,13,43
557237,DDD,2013B,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,false,false,-15,,240,2,68,1,362,15,61
557237,DDD,2014J,M,Scotland,A Level or Equivalent,20-30%,0-35,1,120,Y,Pass,false,false,-99,,262,1,75,-1,196,16,21
557247,DDD,2013B,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Withdrawn,true,false,-15,213,240,0,,,235,6,30
557247,DDD,2013J,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,60,Y,Withdrawn,true,false,-26,102,261,0,,,191,6,23
557285,BBB,2013B,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,false,false,-25,,240,1,58,-1,238,9,27
557290,FFF,2014J,M,South East Region,Lower Than A Level,0-10%,35-55,1,90,N,Pass,false,false,-87,,269,1,92,-1,782,23,51
557308,BBB,2013B,F,North Region,A Level or Equivalent,10-20,0-35,0,75,N,Fail,false,false,-22,,240,1,68,-1,208,9,26
557314,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,false,false,-23,,240,1,76,-3,566,13,53
557325,BBB,2013B,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,false,false,-16,,240,1,87,-5,132,16,7
557345,FFF,2013B,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,false,false,-23,,240,1,98,-1,1340,29,71
557351,BBB,2013B,F,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,Fail,false,false,-29,,240,0,,,34,5,7
557351,BBB,2014B,F,South West Region,A Level or Equivalent,50-60%,35-55,1,120,N,Fail,false,false,-102,,234,1,62,-1,91,6,17
557358,DDD,2013B,M,London Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail,false,false,-21,,240,2,58,-3.5,218,16,30
557385,FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,false,false,-149,,268,1,76,1,175,7,24
557388,FFF,2013B,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,false,false,-28,,240,1,88,-4,497,21,36
557389,DDD,2014J,F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,false,false,-81,,262,1,85,-4,1146,29,27
557395,FFF,2013J,M,Ireland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,false,false,-30,,268,1,72,-1,1117,28,53
557404,DDD,2014B,F,South Region,HE Qualification,60-70%,0-35,0,60,N,Pass,false,false,-17,,241,1,87,-2,278,13,31
557415,EEE,2013J,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,false,false,-81,,268,0,,,193,10,13
557432,DDD,2013B,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,false,false,-22,,240,2,55.5,-0.5,497,18,76
557445,FFF,2013B,F,North Region,A Level or Equivalent,"",0-35,0,60,N,Pass,false,false,-15,,240,1,84,0,1062,21,75
557451,BBB,2013B,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,false,false,-28,,240,1,85,0,160,8,14
557467,DDD,2013B,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,true,false,-25,74,240,2,52.5,0.5,276,19,39
557469,FFF,2013B,M,Ireland,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,true,false,-9,170,240,1,86,0,107,4,26
557469,FFF,2014B,M,Ireland,A Level or Equivalent,80-90%,0-35,1,60,N,Pass,false,false,-22,,241,1,86,-25,2,1,2
557474,DDD,2013J,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,false,false,-36,,261,0,,,56,7,10
557474,DDD,2014J,M,London Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn,true,false,-12,193,262,1,55,3,77,5,8
557477,DDD,2013B,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,false,false,-22,,240,2,62.5,1,153,10,50
557481,FFF,2013J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,true,false,-144,70,268,1,60,-5,1238,22,63
557490,EEE,2013J,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,false,false,-83,,268,0,,,224,5,6
557504,DDD,2013B,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,true,false,-28,37,240,1,37,2,66,8,23
557528,BBB,2013B,F,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,false,false,-21,,240,1,93,-3,359,23,10
557542,FFF,2013B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,true,false,-28,213,240,1,88,0,284,6,40
557545,FFF,2013J,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,false,false,-53,,268,1,92,-2,657,20,68
557586,FFF,2013B,M,Ireland,HE Qualification,"",0-35,0,60,N,Fail,false,false,-16,,240,1,100,0,800,19,43
557594,BBB,2013B,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,false,false,-27,,240,1,60,-2,149,8,14
557608,CCC,2014J,F,South East Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,true,false,-155,110,269,1,56,3,103,4,5
557622,BBB,2013B,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction,false,false,-27,,240,1,80,-1,289,22,10
557650,CCC,2014J,M,London Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,false,false,-29,,269,1,78,3,457,12,78
557650,FFF,2014B,M,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,false,false,-67,,241,1,72,-1,947,20,94
557655,FFF,2013J,M,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,false,false,-60,,268,1,72,-1,400,17,64
557661,FFF,2013J,M,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,false,false,-73,,268,1,76,0,278,5,32
557694,DDD,2013B,M,London Region,HE Qualification,30-40%,35-55,0,60,N,Pass,false,false,-24,,240,2,92.5,-4,557,17,66
557700,CCC,2014B,M,North Region,Post Graduate Qualification,"",0-35,0,60,N,Withdrawn,true,false,-34,46,241,1,20,2,190,15,16
557700,CCC,2014J,M,North Region,Post Graduate Qualification,"",0-35,1,30,N,Pass,false,false,-60,,269,1,44,3,244,9,17
557700,EEE,2014B,M,North Region,Post Graduate Qualification,"",0-35,0,60,N,Pass,false,false,-34,,241,0,,,521,14,19
557708,FFF,2014B,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,false,false,-29,,241,1,62,0,89,12,23
557709,BBB,2013B,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,true,false,-25,125,240,1,65,0,148,6,14
557710,FFF,2013B,F,Scotland,HE Qualification,60-70%,35-55,0,60,Y,Distinction,false,false,-28,,240,1,86,-1,1936,28,72
557735,FFF,2013B,M,South West Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,true,false,-28,161,240,1,74,-4,543,20,68
557735,FFF,2013J,M,South West Region,Lower Than A Level,70-80%,0-35,1,120,N,Pass,false,false,-83,,268,1,74,-20,1,1,1
557742,DDD,2013B,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,false,false,-27,,240,2,92,0.5,357,27,30
557751,DDD,2013B,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,true,false,-22,206,240,2,39.5,1,196,9,42
557752,DDD,2013B,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,true,false,-25,174,240,1,58,0,57,7,15
557758,BBB,2013B,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,false,false,-25,,240,1,82,-13,1389,28,27
557764,DDD,2013B,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,false,false,-27,,240,2,65.5,-2,531,21,65
557766,FFF,2013J,M,Ireland,Lower Than A Level,30-40%,0-35,0,120,N,Fail,false,false,-87,,268,1,94,-1,355,14,48
557773,FFF,2013B,M,South Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn,true,false,-23,104,240,1,26,0,204,12,28
557775,BBB,2013B,F,South East Region,HE Qualification,10-20,0-35,0,60,N,Pass,false,false,-25,,240,1,80,-1,331,12,16
557787,FFF,2013B,M,London Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,false,false,-16,,240,1,80,-1,134,7,33
557792,FFF,2013B,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,false,false,-22,,240,1,62,-1,248,8,40
557792,FFF,2014J,M,South Region,Lower Than A Level,50-60%,0-35,1,60,N,Withdrawn,true,false,-65,38,269,0,,,174,7,36
557811,FFF,2013B,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,false,false,-27,,240,1,92,0,1033,21,50
557826,DDD,2013B,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Withdrawn,true,false,-27,72,240,2,48.5,0,482,22,65
557827,BBB,2013B,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail,false,false,-22,,240,1,67,0,215,9,18
557830,FFF,2014J,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,false,false,-17,,269,1,86,0,459,15,39
557840,FFF,2013B,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Distinction,false,false,-25,,240,1,92,-4,921,22,45
557846,DDD,2013B,M,Yorkshire Region,HE Qualification,40-50%,0-35,0,60,N,Pass,false,false,-23,,240,2,73,0,203,13,59
557850,DDD,2013B,M,South Region,HE Qualification,60-70%,35-55,0,60,N,Fail,false,false,-28,,240,1,53,2,159,13,29
557877,FFF,2013B,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,false,false,-9,,240,1,72,-7,380,16,48
557891,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,false,false,-25,,240,1,82,-4,689,21,69
557894,FFF,2014B,M,North Western Region,Lower Than A Level,30-40%,35-55,1,120,N,Withdrawn,true,false,-93,89,241,0,,,336,16,36
557908,FFF,2013B,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn,true,false,-24,121,240,1,76,-1,466,13,47
557911,DDD,2013B,M,North Region,A Level or Equivalent,"",35-55,0,60,N,Pass,false,false,-27,,240,2,90.5,0.5,406,18,74
557924,DDD,2013B,M,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,false,false,-25,,240,2,88.5,0.5,1108,26,79
557935,BBB,2013B,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,Y,Fail,false,false,-27,,240,1,82,7,127,12,14
557959,CCC,2014J,M,Yorkshire Region,HE Qualification,10-20,35-55,0,60,N,Pass,false,false,-32,,269,1,67,3,58,2,6
557968,BBB,2013B,F,Wales,A Level or Equivalent,40-50%,0-35,0,70,N,Distinction,false,false,-27,,240,1,87,-1,147,12,12
557979,BBB,2013B,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,false,false,-15,,240,1,79,-1,70,8,12
557995,CCC,2014B,M,London Region,HE Qualification,10-20,0-35,0,120,N,Withdrawn,true,false,-16,227,241,1,50,2,90,9,23
558018,FFF,2013B,M,North Region,A Level or Equivalent,"",35-55,0,60,N,Distinction,false,false,-25,,240,1,82,-4,1835,29,55
558021,DDD,2013J,M,North Region,Lower Than A Level,"",0-35,0,60,N,Pass,false,false,-80,,261,1,88,-1,226,19,30
558024,BBB,2013B,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,false,false,-22,,240,1,65,-1,99,8,14
558029,DDD,2014B,M,Scotland,HE Qualification,60-70%,35-55,1,120,N,Pass,false,false,-89,,241,1,96,-1,994,21,76
558035,BBB,2013J,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,true,false,-196,167,268,1,95,-1,169,13,25
558040,BBB,2013B,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,false,false,-23,,240,1,82,-1,93,9,14
558042,BBB,2013B,F,Yorkshire Region,HE Qualification,40-50%,35-55,0,120,N,Distinction,false,false,-23,,240,1,81,-3,67,4,11
558044,FFF,2014J,M,North Region,Lower Than A Level,"",0-35,0,90,N,Distinction,false,false,-37,,269,1,96,0,405,22,36
558052,DDD,2013J,F,North Western Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,true,false,-29,55,261,0,,,33,3,10
558054,EEE,2013J,M,North Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,false,false,-52,,268,0,,,329,15,14
558066,BBB,2013B,F,South East Region,Lower Than A Level,20-30%,0-35,0,120,N,Distinction,false,false,-24,,240,1,90,0,65,4,10
558068,BBB,2013B,F,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,false,false,-24,,240,1,75,-1,128,7,19
558075,BBB,2013B,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,false,false,-24,,240,1,73,-1,58,4,13
558084,BBB,2014B,F,Wales,Lower Than A Level,20-30%,0-35,1,120,N,Pass,false,false,-72,,234,1,91,-1,421,21,15
558090,FFF,2013J,M,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,false,false,-38,,268,1,72,0,106,13,20
558092,BBB,2013B,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Fail,false,false,-23,,240,1,55,0,39,3,12
558098,FFF,2013B,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass,false,false,-25,,240,1,90,-2,210,8,25
558099,BBB,2013B,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,false,false,-23,,240,1,73,0,379,6,44
558104,FFF,2013B,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,false,false,-15,,240,1,98,-3,940,21,74
558105,FFF,2014B,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,false,false,-44,,241,1,66,2,297,12,39
558113,BBB,2013B,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,false,false,-25,,240,1,73,0,229,13,8
558114,BBB,2013B,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,false,false,-23,,240,1,55,0,177,18,20
558121,FFF,2014B,M,West Midlands Region,A Level or Equivalent,80-90%,35-55,1,60,N,Pass,false,false,-86,,241,1,78,-2,233,6,27
558122,CCC,2014B,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail,false,false,-54,,241,0,,,15,1,7
558123,DDD,2013B,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,true,true,-24,17,240,0,,,32,1,8
558134,DDD,2013B,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,true,true,-22,27,240,1,53,2,38,6,11
558140,DDD,2013J,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,false,false,-53,,261,1,77,-2,143,14,35
558153,DDD,2013B,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,false,false,-25,,240,2,78.5,0,115,12,13
558163,BBB,2013B,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,true,false,-25,44,240,1,73,4,66,7,14
558168,BBB,2013B,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,false,false,-22,,240,1,67,-1,98,3,10
